route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
M01,A-SDF,M01-2-035-A-SDF-21h15-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-U,M01-2-009-A-U-16h00-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-U,M01-2-015-A-U-20h30-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-U,M01-2-018-A-U-23h15-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-SDF,M01-2-037-A-SDF-23h15-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-SDF,M01-1-039-A-SDF-22h45-ParedeTerminalR,,,0,,p9c8,,
M01,A-SDF,M01-2-036-A-SDF-22h15-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-U,M01-2-001-A-U-10h00-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-U,M01-2-017-A-U-22h15-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-U,M01-2-002-A-U-10h45-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-U,M01-2-008-A-U-15h15-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-U,M01-2-010-A-U-16h45-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-U,M01-1-017-A-U-21h15-ParedeTerminalR,,,0,,p9c8,,
M01,A-U,M01-1-020-A-U-23h45-ParedeTerminalR,,,0,,p9c8,,
M01,A-U,M01-1-019-A-U-22h45-ParedeTerminalR,,,0,,p9c8,,
M01,A-SDF,M01-2-020-A-SDF-10h00-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-SDF,M01-2-030-A-SDF-17h30-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-U,M01-2-011-A-U-17h30-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-U,M01-2-012-A-U-18h15-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-U,M01-2-013-A-U-19h00-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-U,M01-2-014-A-U-19h45-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-U,M01-1-018-A-U-21h45-ParedeTerminalR,,,0,,p9c8,,
M01,A-SDF,M01-2-025-A-SDF-13h45-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-U,M01-1-005-A-U-12h15-ParedeTerminalR,,,0,,p9c8,,
M01,A-SDF,M01-2-026-A-SDF-14h30-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-SDF,M01-2-022-A-SDF-11h30-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-SDF,M01-2-027-A-SDF-15h15-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-SDF,M01-2-028-A-SDF-16h00-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-SDF,M01-2-029-A-SDF-16h45-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-SDF,M01-2-031-A-SDF-18h15-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-SDF,M01-2-033-A-SDF-19h45-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-U,M01-1-006-A-U-13h00-ParedeTerminalR,,,0,,p9c8,,
M01,A-U,M01-1-008-A-U-14h30-ParedeTerminalR,,,0,,p9c8,,
M01,A-SDF,M01-2-021-A-SDF-10h45-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-SDF,M01-1-027-A-SDF-13h45-ParedeTerminalR,,,0,,p9c8,,
M01,A-SDF,M01-1-028-A-SDF-14h30-ParedeTerminalR,,,0,,p9c8,,
M01,A-SDF,M01-1-029-A-SDF-15h15-ParedeTerminalR,,,0,,p9c8,,
M01,A-SDF,M01-1-030-A-SDF-16h00-ParedeTerminalR,,,0,,p9c8,,
M01,A-SDF,M01-1-031-A-SDF-16h45-ParedeTerminalR,,,0,,p9c8,,
M01,A-SDF,M01-1-032-A-SDF-17h30-ParedeTerminalR,,,0,,p9c8,,
M01,A-SDF,M01-1-033-A-SDF-18h15-ParedeTerminalR,,,0,,p9c8,,
M01,A-U,M01-2-003-A-U-11h30-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-U,M01-2-004-A-U-12h15-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-U,M01-2-005-A-U-13h00-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-U,M01-2-006-A-U-13h45-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-U,M01-2-007-A-U-14h30-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-U,M01-2-016-A-U-21h15-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-U,M01-2-019-A-U-24h15-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-SDF,M01-2-024-A-SDF-13h00-CascaiShopping,Parede Terminal,,1,,ubyl,,
M01,A-SDF,M01-2-023-A-SDF-12h15-CascaiShopping,Parede Terminal,,1,,ubyl,,
M02,A-U,M02-1-020-A-U-21h20-MalveiradaSerra,,,0,,32gy,,
M02,A-U,M02-1-021-A-U-22h20-MalveiradaSerra,,,0,,32gy,,
M02,A-U,M02-1-022-A-U-23h20-MalveiradaSerra,,,0,,32gy,,
M02,A-DF,M02-1-044-A-DF-21h20-MalveiradaSerra,,,0,,32gy,,
M02,A-DF,M02-1-045-A-DF-22h20-MalveiradaSerra,,,0,,32gy,,
M02,A-DF,M02-1-046-A-DF-23h20-MalveiradaSerra,,,0,,32gy,,
M02,A-S,M02-1-033-A-S-21h20-MalveiradaSerra,,,0,,32gy,,
M02,A-S,M02-1-034-A-S-22h20-MalveiradaSerra,,,0,,32gy,,
M02,A-S,M02-1-035-A-S-23h20-MalveiradaSerra,,,0,,32gy,,
M02,A-U,M02-1-010-A-U-11h00-CascaisTerminal,,,0,,j1rg,,
M02,A-U,M02-1-006-A-U-08h00-CascaisTerminal,,,0,,j1rg,,
M02,A-U,M02-1-011-A-U-12h00-CascaisTerminal,,,0,,j1rg,,
M02,A-U,M02-1-008-A-U-09h00-CascaisTerminal,,,0,,j1rg,,
M02,A-U,M02-1-009-A-U-10h00-CascaisTerminal,,,0,,j1rg,,
M02,A-U,M02-1-012-A-U-13h00-CascaisTerminal,,,0,,j1rg,,
M02,A-U,M02-1-013-A-U-14h00-CascaisTerminal,,,0,,j1rg,,
M02,A-S,M02-1-032-A-S-19h15-CascaisTerminal,,,0,,j1rg,,
M02,A-DF,M02-1-037-A-DF-07h30-CascaisTerminal,,,0,,j1rg,,
M02,A-DF,M02-1-040-A-DF-13h15-CascaisTerminal,,,0,,j1rg,,
M02,A-U,M02-1-014-A-U-15h00-CascaisTerminal,,,0,,j1rg,,
M02,A-U,M02-1-015-A-U-16h00-CascaisTerminal,,,0,,j1rg,,
M02,A-DF,M02-1-041-A-DF-15h15-CascaisTerminal,,,0,,j1rg,,
M02,A-DF,M02-1-038-A-DF-09h15-CascaisTerminal,,,0,,j1rg,,
M02,A-U,M02-1-016-A-U-17h00-CascaisTerminal,,,0,,j1rg,,
M02,A-U,M02-1-017-A-U-18h10-CascaisTerminal,,,0,,j1rg,,
M02,A-U,M02-1-018-A-U-19h10-CascaisTerminal,,,0,,j1rg,,
M02,A-U,M02-1-019-A-U-20h10-CascaisTerminal,,,0,,vbc9,,
M02,A-U,M02-1-005-A-U-07h50-CascaisTerminal,,,0,,4fzx,,
M02,A-S,M02-1-026-A-S-08h25-CascaisTerminal,,,0,,j1rg,,
M02,A-S,M02-1-024-A-S-06h40-CascaisTerminal,,,0,,j1rg,,
M02,A-S,M02-1-027-A-S-09h15-CascaisTerminal,,,0,,j1rg,,
M02,A-S,M02-1-028-A-S-11h15-CascaisTerminal,,,0,,j1rg,,
M02,A-S,M02-1-029-A-S-13h15-CascaisTerminal,,,0,,j1rg,,
M02,A-S,M02-1-025-A-S-07h30-CascaisTerminal,,,0,,j1rg,,
M02,A-S,M02-1-030-A-S-15h15-CascaisTerminal,,,0,,j1rg,,
M02,A-S,M02-1-031-A-S-17h15-CascaisTerminal,,,0,,j1rg,,
M02,A-DF,M02-1-039-A-DF-11h15-CascaisTerminal,,,0,,j1rg,,
M02,A-DF,M02-1-042-A-DF-17h15-CascaisTerminal,,,0,,j1rg,,
M02,A-DF,M02-1-043-A-DF-19h15-CascaisTerminal,,,0,,j1rg,,
M02,A-U,M02-1-002-A-U-06h45-CascaisTerminal,,,0,,sm2n,,
M02,A-U,M02-1-004-A-U-07h30-CascaisTerminal,,,0,,sm2n,,
M02,A-U,M02-1-007-A-U-08h35-CascaisTerminal,,,0,,sm2n,,
M02,A-U,M02-1-001-A-U-05h30-LargoNovo,,,0,,6j0b,,
M02,A-DF,M02-1-036-A-DF-06h55-LargoNovo,,,0,,6j0b,,
M02,A-S,M02-1-023-A-S-06h10-LargoNovo,,,0,,6j0b,,
M02,A-U,M02-1-003-A-U-07h05-CascaisTerminal,,,0,,j1rg,,
M03,A-U,M03-1-017-A-U-16h55-CascaiShopping,,,0,,8ywa,,
M03,A-U,M03-1-004-A-U-08h15-CascaiShopping,,,0,,8ywa,,
M03,A-U,M03-1-023-A-U-20h55-CascaiShopping,,,0,,8ywa,,
M03,A-U,M03-1-006-A-U-09h35-CascaiShopping,,,0,,8ywa,,
M03,A-U,M03-1-013-A-U-14h15-CascaiShopping,,,0,,8ywa,,
M03,A-U,M03-1-015-A-U-15h35-CascaiShopping,,,0,,8ywa,,
M03,A-U,M03-1-005-A-U-08h55-CascaiShopping,,,0,,8ywa,,
M03,A-U,M03-1-011-A-U-12h55-CascaiShopping,,,0,,8ywa,,
M03,A-U,M03-1-012-A-U-13h35-CascaiShopping,,,0,,8ywa,,
M03,A-U,M03-1-014-A-U-14h55-CascaiShopping,,,0,,8ywa,,
M03,A-U,M03-1-025-A-U-22h15-CascaiShopping,,,0,,8ywa,,
M03,A-U,M03-1-009-A-U-11h35-CascaiShopping,,,0,,8ywa,,
M03,A-U,M03-1-019-A-U-18h15-CascaiShopping,,,0,,8ywa,,
M03,A-U,M03-1-024-A-U-21h35-CascaiShopping,,,0,,8ywa,,
M03,A-U,M03-1-008-A-U-10h55-CascaiShopping,,,0,,8ywa,,
M03,A-U,M03-1-018-A-U-17h35-CascaiShopping,,,0,,8ywa,,
M03,A-U,M03-1-027-A-U-23h35-CascaiShopping,,,0,,8ywa,,
M03,A-U,M03-1-020-A-U-18h55-CascaiShopping,,,0,,8ywa,,
M03,A-SDF,M03-1-045-A-SDF-24h15-CascaiShopping,,,0,,8ywa,,
M03,A-U,M03-1-022-A-U-20h15-CascaiShopping,,,0,,8ywa,,
M03,A-U,M03-1-007-A-U-10h15-CascaiShopping,,,0,,8ywa,,
M03,A-U,M03-1-010-A-U-12h15-CascaiShopping,,,0,,8ywa,,
M03,A-U,M03-1-016-A-U-16h15-CascaiShopping,,,0,,8ywa,,
M03,A-U,M03-1-021-A-U-19h35-CascaiShopping,,,0,,8ywa,,
M03,A-U,M03-1-026-A-U-22h55-CascaiShopping,,,0,,8ywa,,
M03,A-U,M03-1-028-A-U-24h15-CascaiShopping,,,0,,8ywa,,
M03,A-SDF,M03-1-030-A-SDF-09h15-CascaiShopping,,,0,,8ywa,,
M03,A-SDF,M03-1-031-A-SDF-10h15-CascaiShopping,,,0,,8ywa,,
M03,A-U,M03-1-001-A-U-07h10-TorreLargo,,,0,,hvlb,,
M03,A-U,M03-1-002-A-U-07h18-CascaiShoppingT,,,0,,5oqp,,
M03,A-U,M03-1-003-A-U-07h48-CascaiShoppingT,,,0,,yx1c,,
M03,A-SDF,M03-1-029-A-SDF-08h40-TorreLargo,,,0,,byb0,,
M03,A-SDF,M03-1-032-A-SDF-11h15-CascaiShopping,,,0,,8ywa,,
M03,A-SDF,M03-1-033-A-SDF-12h15-CascaiShopping,,,0,,8ywa,,
M03,A-SDF,M03-1-034-A-SDF-13h15-CascaiShopping,,,0,,8ywa,,
M03,A-SDF,M03-1-035-A-SDF-14h15-CascaiShopping,,,0,,8ywa,,
M03,A-SDF,M03-1-036-A-SDF-15h15-CascaiShopping,,,0,,8ywa,,
M03,A-SDF,M03-1-037-A-SDF-16h15-CascaiShopping,,,0,,8ywa,,
M03,A-SDF,M03-1-038-A-SDF-17h15-CascaiShopping,,,0,,8ywa,,
M03,A-SDF,M03-1-039-A-SDF-18h15-CascaiShopping,,,0,,8ywa,,
M03,A-SDF,M03-1-040-A-SDF-19h15-CascaiShopping,,,0,,8ywa,,
M03,A-SDF,M03-1-041-A-SDF-20h15-CascaiShopping,,,0,,8ywa,,
M03,A-SDF,M03-1-042-A-SDF-21h15-CascaiShopping,,,0,,8ywa,,
M03,A-SDF,M03-1-043-A-SDF-22h15-CascaiShopping,,,0,,8ywa,,
M03,A-SDF,M03-1-044-A-SDF-23h15-CascaiShopping,,,0,,8ywa,,
M04,A-U,M04-1-029-A-U-19h45-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-030-A-U-20h15-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-031-A-U-20h45-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-032-A-U-21h15-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-033-A-S-06h00-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-034-A-S-06h20-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-035-A-S-06h45-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-036-A-S-07h15-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-037-A-S-07h45-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-038-A-S-08h15-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-039-A-S-08h45-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-040-A-S-09h15-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-041-A-S-09h45-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-042-A-S-10h15-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-043-A-S-10h45-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-044-A-S-11h15-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-045-A-S-11h45-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-046-A-S-12h15-CascaisTerminal,,,0,,ue9m,,
M04,A-DF,M04-1-072-A-DF-11h15-CascaisTerminal,,,0,,ue9m,,
M04,A-DF,M04-1-073-A-DF-11h45-CascaisTerminal,,,0,,ue9m,,
M04,A-DF,M04-1-074-A-DF-12h15-CascaisTerminal,,,0,,ue9m,,
M04,A-DF,M04-1-075-A-DF-12h45-CascaisTerminal,,,0,,ue9m,,
M04,A-DF,M04-1-076-A-DF-13h15-CascaisTerminal,,,0,,ue9m,,
M04,A-DF,M04-1-077-A-DF-13h45-CascaisTerminal,,,0,,ue9m,,
M04,A-DF,M04-1-078-A-DF-14h15-CascaisTerminal,,,0,,ue9m,,
M04,A-DF,M04-1-079-A-DF-14h45-CascaisTerminal,,,0,,ue9m,,
M04,A-DF,M04-1-080-A-DF-15h15-CascaisTerminal,,,0,,ue9m,,
M04,A-DF,M04-1-081-A-DF-15h45-CascaisTerminal,,,0,,ue9m,,
M04,A-DF,M04-1-082-A-DF-16h15-CascaisTerminal,,,0,,ue9m,,
M04,A-DF,M04-1-083-A-DF-16h45-CascaisTerminal,,,0,,ue9m,,
M04,A-DF,M04-1-084-A-DF-17h15-CascaisTerminal,,,0,,ue9m,,
M04,A-DF,M04-1-085-A-DF-17h45-CascaisTerminal,,,0,,ue9m,,
M04,A-DF,M04-1-086-A-DF-18h15-CascaisTerminal,,,0,,ue9m,,
M04,A-DF,M04-1-087-A-DF-18h45-CascaisTerminal,,,0,,ue9m,,
M04,A-DF,M04-1-088-A-DF-19h15-CascaisTerminal,,,0,,ue9m,,
M04,A-DF,M04-1-089-A-DF-19h45-CascaisTerminal,,,0,,ue9m,,
M04,A-DF,M04-1-090-A-DF-20h15-CascaisTerminal,,,0,,ue9m,,
M04,A-DF,M04-1-091-A-DF-20h45-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-017-A-U-13h45-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-018-A-U-14h15-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-019-A-U-14h45-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-020-A-U-15h15-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-021-A-U-15h45-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-022-A-U-16h15-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-023-A-U-16h45-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-024-A-U-17h15-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-025-A-U-17h45-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-026-A-U-18h15-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-027-A-U-18h45-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-028-A-U-19h15-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-047-A-S-12h45-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-048-A-S-13h15-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-049-A-S-13h45-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-050-A-S-14h15-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-051-A-S-14h45-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-052-A-S-15h15-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-053-A-S-15h45-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-054-A-S-16h15-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-055-A-S-16h45-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-056-A-S-17h15-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-063-A-S-20h45-CascaisTerminal,,,0,,ue9m,,
M04,A-DF,M04-1-064-A-DF-07h15-CascaisTerminal,,,0,,ue9m,,
M04,A-DF,M04-1-065-A-DF-07h45-CascaisTerminal,,,0,,ue9m,,
M04,A-DF,M04-1-066-A-DF-08h15-CascaisTerminal,,,0,,ue9m,,
M04,A-DF,M04-1-067-A-DF-08h45-CascaisTerminal,,,0,,ue9m,,
M04,A-DF,M04-1-068-A-DF-09h15-CascaisTerminal,,,0,,ue9m,,
M04,A-DF,M04-1-069-A-DF-09h45-CascaisTerminal,,,0,,ue9m,,
M04,A-DF,M04-1-070-A-DF-10h15-CascaisTerminal,,,0,,ue9m,,
M04,A-DF,M04-1-071-A-DF-10h45-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-001-A-U-06h00-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-002-A-U-06h20-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-003-A-U-06h45-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-004-A-U-07h15-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-005-A-U-07h45-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-006-A-U-08h15-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-007-A-U-08h45-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-008-A-U-09h15-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-009-A-U-09h45-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-010-A-U-10h15-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-011-A-U-10h45-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-012-A-U-11h15-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-013-A-U-11h45-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-014-A-U-12h15-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-015-A-U-12h45-CascaisTerminal,,,0,,ue9m,,
M04,A-U,M04-1-016-A-U-13h15-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-057-A-S-17h45-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-058-A-S-18h15-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-059-A-S-18h45-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-060-A-S-19h15-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-061-A-S-19h45-CascaisTerminal,,,0,,ue9m,,
M04,A-S,M04-1-062-A-S-20h15-CascaisTerminal,,,0,,ue9m,,
M05,A-U,M05-1-001-A-U-06h50-Areia,,,0,,ucqc,,
M05,A-DF,M05-1-025-A-DF-06h50-Areia,,,0,,ucqc,,
M05,A-S,M05-1-015-A-S-06h50-Areia,,,0,,ucqc,,
M05,A-S,M05-1-019-A-S-11h40-CascaisTerminal,,,0,,ptd4,,
M05,A-S,M05-1-021-A-S-15h40-CascaisTerminal,,,0,,ptd4,,
M05,A-S,M05-1-022-A-S-17h50-CascaisTerminal,,,0,,ptd4,,
M05,A-S,M05-1-023-A-S-18h50-CascaisTerminal,,,0,,ptd4,,
M05,A-S,M05-1-024-A-S-19h50-CascaisTerminal,,,0,,ptd4,,
M05,A-DF,M05-1-026-A-DF-08h40-CascaisTerminal,,,0,,ptd4,,
M05,A-DF,M05-1-027-A-DF-09h40-CascaisTerminal,,,0,,ptd4,,
M05,A-DF,M05-1-028-A-DF-11h40-CascaisTerminal,,,0,,ptd4,,
M05,A-DF,M05-1-030-A-DF-15h40-CascaisTerminal,,,0,,ptd4,,
M05,A-DF,M05-1-031-A-DF-17h50-CascaisTerminal,,,0,,ptd4,,
M05,A-DF,M05-1-032-A-DF-18h50-CascaisTerminal,,,0,,ptd4,,
M05,A-U,M05-1-013-A-U-18h50-CascaisTerminal,,,0,,ptd4,,
M05,A-U,M05-1-014-A-U-19h50-CascaisTerminal,,,0,,ptd4,,
M05,A-S,M05-1-017-A-S-08h40-CascaisTerminal,,,0,,ptd4,,
M05,A-S,M05-1-018-A-S-09h40-CascaisTerminal,,,0,,ptd4,,
M05,A-U,M05-1-002-A-U-07h40-CascaisTerminal,,,0,,rh6f,,
M05,A-U,M05-1-005-A-U-10h40-CascaisTerminal,,,0,,rh6f,,
M05,A-U,M05-1-006-A-U-11h40-CascaisTerminal,,,0,,rh6f,,
M05,A-U,M05-1-003-A-U-08h40-CascaisTerminal,,,0,,rh6f,,
M05,A-U,M05-1-004-A-U-09h40-CascaisTerminal,,,0,,rh6f,,
M05,A-U,M05-1-007-A-U-12h40-CascaisTerminal,,,0,,rh6f,,
M05,A-U,M05-1-008-A-U-13h40-CascaisTerminal,,,0,,rh6f,,
M05,A-U,M05-1-009-A-U-14h40-CascaisTerminal,,,0,,rh6f,,
M05,A-U,M05-1-010-A-U-15h40-CascaisTerminal,,,0,,rh6f,,
M05,A-U,M05-1-011-A-U-16h40-CascaisTerminal,,,0,,rh6f,,
M05,A-U,M05-1-012-A-U-17h50-CascaisTerminal,,,0,,rh6f,,
M05,A-S,M05-1-020-A-S-13h40-CascaisTerminal,,,0,,rh6f,,
M05,A-S,M05-1-016-A-S-07h40-CascaisTerminal,,,0,,rh6f,,
M05,A-DF,M05-1-029-A-DF-13h40-CascaisTerminal,,,0,,rh6f,,
M06,A-U,M06-2-002-A-U-07h05-EstorilEstacao,,,1,,8qna,,
M06,A-U,M06-2-025-A-U-24h20-EstorilEstacao,,,1,,8qna,,
M06,A-S,M06-2-036-A-S-13h20-EstorilEstacao,,,1,,8qna,,
M06,A-S,M06-2-037-A-S-14h40-EstorilEstacao,,,1,,8qna,,
M06,A-S,M06-2-038-A-S-16h00-EstorilEstacao,,,1,,8qna,,
M06,A-S,M06-2-039-A-S-17h20-EstorilEstacao,,,1,,8qna,,
M06,A-S,M06-2-040-A-S-18h40-EstorilEstacao,,,1,,8qna,,
M06,A-S,M06-2-041-A-S-20h00-EstorilEstacao,,,1,,8qna,,
M06,A-S,M06-2-042-A-S-21h20-EstorilEstacao,,,1,,8qna,,
M06,A-S,M06-2-043-A-S-22h40-EstorilEstacao,,,1,,8qna,,
M06,A-S,M06-2-044-A-S-24h15-EstorilEstacao,,,1,,8qna,,
M06,A-DF,M06-2-045-A-DF-06h40-EstorilEstacao,,,1,,8qna,,
M06,A-DF,M06-2-046-A-DF-07h20-EstorilEstacao,,,1,,8qna,,
M06,A-DF,M06-2-047-A-DF-08h00-EstorilEstacao,,,1,,8qna,,
M06,A-DF,M06-2-048-A-DF-08h40-EstorilEstacao,,,1,,8qna,,
M06,A-DF,M06-2-050-A-DF-10h00-EstorilEstacao,,,1,,8qna,,
M06,A-DF,M06-2-051-A-DF-10h40-EstorilEstacao,,,1,,8qna,,
M06,A-DF,M06-2-052-A-DF-11h20-EstorilEstacao,,,1,,8qna,,
