stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
157313,,Rua Mouzinho de Albuquerque,,38.724794,-9.331378,,,,,,
156257,,Hospital de Cascais,,38.728731,-9.418443,,,,,,
157526,,Rotunda Sassoeiros,,38.697767,-9.328779,,,,,,
157512,,Rotunda Sassoeiros,,38.697822,-9.329324,,,,,,
157522,,Escola Sec. Carcavelos,,38.699448,-9.336188,,,,,,
155946,,GNR,,38.729735,-9.411102,,,,,,
157464,,Bairro das Faceiras,,38.715566,-9.343912,,,,,,
157490,,Rua Primavera,,38.720211,-9.343232,,,,,,
155999,,Rua Dr. Armando Bacelar,,38.710100,-9.413210,,,,,,
200030,,Mercado de Carcavelos,,38.689101,-9.332676,,,,,,
155950,,Estrada da Ribeira,,38.724712,-9.415380,,,,,,
156156,,Rua da Malva,,38.742149,-9.435724,,,,,,
156339,,Pau Gordo,,38.720117,-9.382745,,,,,,
156253,,Alvide,,38.719160,-9.424081,,,,,,
156121,,Rua das Grutas,,38.705493,-9.379790,,,,,,
156238,,Rua Pedro Franco,,38.714142,-9.445737,,,,,,
155721,,Rua da Malva,,38.742409,-9.435805,,,,,,
155929,,Rotunda - Estrada de Manique,,38.735017,-9.389840,,,,,,
155992,,Rua Dr. Armando Bacelar,,38.710010,-9.413073,,,,,,
156102,,Cabeço de Bicesse,,38.724721,-9.380260,,,,,,
157419,,Rua Cabo da Roca,,38.721475,-9.338229,,,,,,
156352,,Alapraia,,38.707472,-9.375415,,,,,,
157588,,Rua Américo Pestana,,38.721429,-9.328562,,,,,,
157674,,Bairro São Miguel das Encostas,,38.701326,-9.335241,,,,,,
157591,,Rua Américo Pestana,,38.721483,-9.328825,,,,,,
157581,,E.Leclerc - S.Domingos Rana,,38.710557,-9.329689,,,,,,
157643,,Rua Dr. Baltazar Cabral,,38.693943,-9.334661,,,,,,
157589,,Estrada Polima,,38.724094,-9.330213,,,,,,
157602,,Bairro da Carris,,38.702646,-9.324737,,,,,,
155906,,Rotunda - Estrada de Manique,,38.734820,-9.390011,,,,,,
157296,,Rua 5 de Outubro,,38.690279,-9.335308,,,,,,
157521,,Rua Vasco da Gama,,38.700812,-9.338907,,,,,,
157459,,Bairro dos Sete Castelos,,38.703424,-9.343001,,,,,,
155658,,Av. Gago Coutinho,,38.704480,-9.385833,,,,,,
157304,,Estrada de São Domingos,,38.710483,-9.338518,,,,,,
157570,,Quinta Marquês,,38.698099,-9.326823,,,,,,
157494,,Bairro Além das Vinhas,,38.710447,-9.344852,,,,,,
156249,,Parque Infantil,,38.711332,-9.422486,,,,,,
156128,,Aldeia de Crianças SOS,,38.723497,-9.379010,,,,,,
157348,,Av. Aristides Sousa Mendes,,38.711393,-9.338160,,,,,,
156341,,Rua do Alecrim,,38.716278,-9.382021,,,,,,
155923,,Golf do Estoril,,38.718250,-9.394070,,,,,,
156338,,Av. Condes de Barcelona,,38.720114,-9.384859,,,,,,
156100,,Estrada Ribeira,,38.728157,-9.383636,,,,,,
156083,,Rua Castelo Branco,,38.716536,-9.411810,,,,,,
156393,,Av. República,,38.694876,-9.436851,,,,,,
157595,,Rua Alecrim,,38.714803,-9.326786,,,,,,
157499,,Rotunda - Av. 25 Abril,,38.701607,-9.346420,,,,,,
5916,,Cemitério da Galiza,,38.716017,-9.387852,,,,,,
5917,,Rua Campo Santo,,38.716816,-9.385988,,,,,,
156129,,Cabeço de Bicesse,,38.725014,-9.380286,,,,,,
156104,,Rua do Pinheiro,,38.714518,-9.372239,,,,,,
155720,,Zambujeiro,,38.743887,-9.435417,,,,,,
155893,,CascaiShopping - A16,,38.739455,-9.399839,,,,,,
157657,,Parede - Mercado,,38.689619,-9.353537,,,,,,
156003,,Escola Raul Lino,,38.712641,-9.408519,,,,,,
156373,,Bairro da Fonte,,38.713189,-9.356984,,,,,,
157484,,Cassanito,,38.733364,-9.342863,,,,,,
156010,,Travessa D. Bosco,,38.724391,-9.407883,,,,,,
156179,,Birre,,38.714924,-9.446850,,,,,,
157766,,Associação de Moradores,,38.685052,-9.348270,,,,,,
157330,,Rua Mouzinho de Albuquerque,,38.724898,-9.331239,,,,,,
200012,,E. Leclerc Norte,,38.710955,-9.330622,,,,,,
155686,,Praceta Fernando Pessoa,,38.713608,-9.438315,,,,,,
156333,,Pau Gordo,,38.720286,-9.382887,,,,,,
155892,,Quinta das Salgadas,,38.737775,-9.404101,,,,,,
156026,,Escola Sec. Alvide,,38.717360,-9.424045,,,,,,
156349,,Praceta Diogo Couto,,38.704302,-9.378084,,,,,,
155671,,Junta de Freguesia do Estoril,,38.703446,-9.391288,,,,,,
157456,,Largo do Chafariz de Rana,,38.699264,-9.349124,,,,,,
156362,,Alto da Portela,,38.713323,-9.354005,,,,,,
155649,,Rua Pedro Franco,,38.713964,-9.445638,,,,,,
157316,,Polima,,38.724666,-9.320452,,,,,,
200013,,Cabecinhos,,38.721520,-9.344410,,,,,,
5936,,Cemitério da Galiza,,38.716122,-9.388064,,,,,,
5922,,Rua Flores,,38.715597,-9.381615,,,,,,
5919,,Rua Flores,,38.715587,-9.381785,,,,,,
5250,,Conservatório Música,,38.707044,-9.403565,,,,,,
156037,,Av. Comunidades Europeias,,38.706573,-9.429054,,,,,,
156045,,Alto do Cobre - Tanques,,38.715489,-9.435260,,,,,,
156142,,Rua Particular Cabana,,38.737559,-9.379138,,,,,,
155722,,Rua Principal,,38.739086,-9.437846,,,,,,
156091,,Rua Particular Cabana,,38.737507,-9.378793,,,,,,
156180,,Rua dos Cravos,,38.715512,-9.451692,,,,,,
155719,,Rua das Madressilvas,,38.744704,-9.432801,,,,,,
156068,,Rotunda - Rua Conde Barão,,38.733080,-9.397755,,,,,,
156162,,Igreja N. Sra. Conceição,,38.750228,-9.436918,,,,,,
156159,,EN 247/5,,38.745875,-9.430502,,,,,,
157369,,Fonte da Carreira,,38.739739,-9.378579,,,,,,
156181,,Safardão,,38.716701,-9.454430,,,,,,
157367,,Rua Mário Viegas,,38.715276,-9.427447,,,,,,
156236,,Rua dos Cravos,,38.715383,-9.451793,,,,,,
155651,,S. Gabriel,,38.718634,-9.441204,,,,,,
155717,,Quinta da Ramalheira,,38.747906,-9.430076,,,,,,
155738,,Cascais Estação - Av. Marginal,,38.700809,-9.419612,,,,,,
156192,,Av. Nossa Senhora do Cabo,,38.702454,-9.474925,,,,,,
156211,,Alameda da Guia,,38.697108,-9.440477,,,,,,
200051,,Rua Benguela – Domus Vida,,38.682829,-9.345851,,,,,,
156224,,Av. Nossa Senhora do Cabo,,38.702739,-9.475161,,,,,,
156392,,Rua da Torre,,38.696319,-9.441346,,,,,,
156166,,Rua Franscisca Correia Nunes,,38.751837,-9.446914,,,,,,
156184,,Areia,,38.720330,-9.463145,,,,,,
155922,,Rotunda Condes de Barcelona,,38.712687,-9.393434,,,,,,
156087,,Rua da Escola,,38.713635,-9.422761,,,,,,
155730,,Rotunda - Rua Chesol,,38.724715,-9.443214,,,,,,
155729,,Rua Gil Eanes,,38.728855,-9.444405,,,,,,
156225,,Farol do Cabo Raso,,38.709050,-9.484583,,,,,,
155711,,Rua Franscisca Correia Nunes,,38.751713,-9.447014,,,,,,
156233,,Rotunda da Estrada Nova,,38.717763,-9.461900,,,,,,
155695,,Rua Chesol,,38.725308,-9.443968,,,,,,
156242,,Rua dos Tordos,,38.707905,-9.450876,,,,,,
155689,,Rua Chesol,,38.725376,-9.443960,,,,,,
156027,,Estrada de Alvide - Largo,,38.715512,-9.424019,,,,,,
156232,,Areia,,38.720091,-9.463155,,,,,,
155859,,Alcorvim de Cima,,38.748160,-9.449445,,,,,,
157671,,Bairro São Miguel das Encostas,,38.701567,-9.335109,,,,,,
156353,,Estrada Polima,,38.723918,-9.333087,,,,,,
157408,,Abóboda - Terminal,,38.723356,-9.336280,,,,,,
156334,,Av. Condes de Barcelona,,38.720125,-9.385009,,,,,,
155697,,Rua Gil Eanes,,38.728952,-9.444290,,,,,,
157379,,Bairro das Faceiras,,38.714808,-9.343585,,,,,,
156231,,Parque do Campismo,,38.721799,-9.466135,,,,,,
156367,,Alto do Espargal,,38.711137,-9.363884,,,,,,
200014,,Escola Básica Tires Nr. 2,,38.723540,-9.343590,,,,,,
157463,,Rua Almeida Garrett,,38.713673,-9.344505,,,,,,
156347,,S. João do Estoril - Estação,,38.701372,-9.384959,,,,,,
155665,,Jardins da Parede,,38.695105,-9.363669,,,,,,
157366,,Rua Mário Viegas,,38.715544,-9.427573,,,,,,
157663,,Madorna,,38.700646,-9.354963,,,,,,
157413,,Rua Dr. José Joaquim de Almeida,,38.690210,-9.339682,,,,,,
157359,,Larieira,,38.731352,-9.364695,,,,,,
155880,,Casa S. Martinho,,38.710483,-9.417824,,,,,,
155998,,Praceta Castelhana,,38.711590,-9.413414,,,,,,
200015,,Trajouce,,38.736350,-9.340540,,,,,,
156000,,Av. Pádua,,38.708106,-9.413164,,,,,,
156021,,Rua Sto. Agostinho,,38.710516,-9.425368,,,,,,
157423,,Rua Alfredo da Silva,,38.730839,-9.336670,,,,,,
157421,,Largo do Chafariz - Abóbada,,38.724745,-9.333909,,,,,,
156318,,Centro de Saúde S. João Estoril,,38.699082,-9.381528,,,,,,
157498,,Zambujal,,38.703201,-9.346080,,,,,,
157335,,Rotunda Av. Esmeraldas,,38.711810,-9.331220,,,,,,
156199,,Rua do Clube,,38.704145,-9.459078,,,,,,
200001,,CAS Pisão,,38.738950,-9.423626,,,,,,
155955,,Casa S. Martinho,,38.710342,-9.418148,,,,,,
155731,,Mato Romão,,38.723382,-9.442560,,,,,,
156255,,Rua Carrascal,,38.723089,-9.424057,,,,,,
157667,,Igreja S. Domingos de Rana,,38.701937,-9.341198,,,,,,
157372,,Quinta de Manique,,38.733129,-9.365920,,,,,,
156256,,Carrascal do Alvide,,38.724154,-9.424931,,,,,,
156183,,Rotunda da Estrada Nova,,38.718050,-9.461968,,,,,,
156029,,Rua Sto. Agostinho,,38.710503,-9.425489,,,,,,
157337,,Bairro Mata da Torre,,38.713292,-9.336386,,,,,,
155945,,Alcabideche,,38.732543,-9.410218,,,,,,
157765,,Hospital Sant'Ana,,38.684325,-9.347690,,,,,,
194533,,Rua das Calçadas,,38.715531,-9.414462,,,,,,
155733,,Praceta Fernando Pessoa,,38.713573,-9.438427,,,,,,
156216,,Rua do Astrolábio,,38.698318,-9.438179,,,,,,
156155,,Rua Principal,,38.738940,-9.437731,,,,,,
155669,,Rua Alexandre Herculano,,38.702311,-9.379317,,,,,,
157767,,Rua Cidade de Luanda,,38.686004,-9.349871,,,,,,
157356,,Bairro 16 de Novembro,,38.728149,-9.355234,,,,,,
157311,,Rua N. Sra. Remédios,,38.717581,-9.332699,,,,,,
155925,,Quinta do Patino,,38.729382,-9.397723,,,,,,
157371,,Largo Lavadouro,,38.735162,-9.366243,,,,,,
156109,,Rua das Grutas,,38.705567,-9.379910,,,,,,
157414,,Rua Dr. José Joaquim de Almeida,,38.690367,-9.339243,,,,,,
157649,,Rua 25 de Abril,,38.699478,-9.354579,,,,,,
157650,,Bairro Alentejano,,38.697467,-9.353260,,,,,,
157666,,Bairro Sto. António,,38.700525,-9.350881,,,,,,
155931,,Rua Selões,,38.739588,-9.392031,,,,,,
157455,,Rua António Louro,,38.696058,-9.348318,,,,,,
156316,,Praceta Diogo Couto,,38.704353,-9.378395,,,,,,
156133,,Nossa Senhora das Neves,,38.731111,-9.378171,,,,,,
157427,,Rua Florêncio Freire,,38.742007,-9.341268,,,,,,
157476,,Pedras Alvas,,38.736432,-9.355698,,,,,,
155736,,Escola Sec. Cidadela,,38.701324,-9.429676,,,,,,
155884,,Estrada da Ribeira,,38.724685,-9.415039,,,,,,
157331,,Rua Cidade de Lamego,,38.719215,-9.332015,,,,,,
156296,,Rua Carrascal,,38.722906,-9.424239,,,,,,
157297,,Av. Nossa Senhora dos Remédios,,38.690971,-9.336626,,,,,,
157582,,Rotunda Av. Esmeraldas,,38.711752,-9.329573,,,,,,
156041,,Rua Júlio Dantas,,38.710090,-9.434000,,,,,,
157360,,Quinta de Manique,,38.733356,-9.365835,,,,,,
155659,,Rua Alexandre Herculano,,38.702247,-9.379482,,,,,,
156374,,Alto da Portela,,38.713279,-9.354274,,,,,,
200002,,CAS Pisão,,38.739013,-9.423558,,,,,,
157571,,Sassoeiros,,38.699708,-9.325319,,,,,,
157514,,Largo Vasco d'Orey,,38.699174,-9.330676,,,,,,
157428,,Apadil,,38.744214,-9.341627,,,,,,
156060,,Alto do Cobre - Tanques,,38.715276,-9.435411,,,,,,
156340,,Rua dos Navegadores,,38.718876,-9.382195,,,,,,
157754,,Matarraque,,38.708438,-9.353802,,,,,,
156368,,Arco de Caparide,,38.712153,-9.367178,,,,,,
157782,,Monte Leite,,38.707114,-9.386694,,,,,,
157467,,Rua Primavera,,38.720028,-9.343035,,,,,,
200018,,Av. de Alcabideche,,38.729582,-9.404618,,,,,,
200020,,Rua das Fisgas,,38.739873,-9.392494,,,,,,
155989,,Rua Cova da Castelhana,,38.709745,-9.410122,,,,,,
156215,,Av. Dr. Manuel Ricardo Espírito Santo Silva,,38.699938,-9.438396,,,,,,
155936,,Urbanização da Adroana,,38.745362,-9.380396,,,,,,
157515,,Sassoeiros,,38.699539,-9.326275,,,,,,
157496,,Bairro dos Sete Castelos,,38.703480,-9.342748,,,,,,
157375,,Bairro 16 de Novembro,,38.727625,-9.355195,,,,,,
155707,,Outeiro do Zambujeiro,,38.737339,-9.448746,,,,,,
194535,,Pai do Vento,,38.714998,-9.416809,,,,,,
157347,,Rua Fonte da Aldeia,,38.690454,-9.333893,,,,,,
156023,,Estrada de Alvide - Largo,,38.715822,-9.424070,,,,,,
156111,,S. João do Estoril - Estação,,38.701177,-9.385181,,,,,,
157465,,Massapés,,38.717335,-9.342756,,,,,,
157307,,Estrada da Mata da Torre,,38.711493,-9.334282,,,,,,
157598,,E.Leclerc - S.Domingos Rana,,38.710024,-9.329383,,,,,,
156304,,Amoreira,,38.718700,-9.409456,,,,,,
157707,,Praceta Francisca Lindoso,,38.702311,-9.354954,,,,,,
156052,,Rua Sta. Mónica,,38.709828,-9.430639,,,,,,
156115,,Rua Monte Leite,,38.704250,-9.388370,,,,,,
157704,,Feira de Tires,,38.706694,-9.346173,,,,,,
155638,,Rua Comandante Joaquim Teotónio Segurado,,38.703730,-9.433408,,,,,,
200017,,Rua da Escola,,38.716700,-9.326200,,,,,,
194531,,Cemitério da Torre,,38.700708,-9.442030,,,,,,
157599,,Arneiro,,38.708476,-9.327867,,,,,,
157583,,Saint Dominic's,,38.713072,-9.328118,,,,,,
200016,,Rua Sebastião da Gama,,38.717400,-9.330700,,,,,,
157601,,Rua da Mina - Arneiro,,38.704192,-9.323662,,,,,,
156077,,Largo Ostende,,38.707574,-9.408446,,,,,,
155882,,Av. Sintra,,38.716335,-9.418000,,,,,,
157594,,Bairro da Herança,,38.716929,-9.325507,,,,,,
156198,,Rua das Laranjeiras,,38.703354,-9.459596,,,,,,
156158,,Rua das Madressilvas,,38.744580,-9.432959,,,,,,
157420,,Abóboda - Terminal,,38.723260,-9.336091,,,,,,
157329,,Progelcone,,38.724252,-9.327638,,,,,,
157573,,Rua da Mina - Arneiro,,38.703575,-9.323478,,,,,,
155898,,Recinto de Feiras - Sul,,38.746844,-9.384293,,,,,,
155888,,GNR,,38.729882,-9.410955,,,,,,
155632,,Rua Eça de Queiroz,,38.708230,-9.434417,,,,,,
156012,,Apartamentos Costa do Sol,,38.713271,-9.405166,,,,,,
5036,,Av. Descobertas,,38.709446,-9.358137,,,,,,
156381,,Mato Cheirinhos,,38.721594,-9.343585,,,,,,
156371,,Caparide,,38.711713,-9.362137,,,,,,
157373,,Larieira,,38.731220,-9.364788,,,,,,
156226,,Forte da Crismina,,38.722161,-9.477808,,,,,,
157644,,Igreja S. Domingos de Rana,,38.702063,-9.341195,,,,,,
156039,,Bairro J. Pimenta,,38.705384,-9.430813,,,,,,
155865,,Tribunal de Cascais,,38.701168,-9.428645,,,,,,
157377,,Prisão de Tires,,38.722311,-9.350615,,,,,,
155663,,Jardins da Parede,,38.695098,-9.363975,,,,,,
156191,,Farol do Cabo Raso,,38.709403,-9.484887,,,,,,
156176,,Rua dos Tordos,,38.707840,-9.451085,,,,,,
155990,,Av. Sra. Monte da Saúde,,38.707934,-9.410466,,,,,,
155648,,Rua das Codornizes,,38.709336,-9.448258,,,,,,
157751,,Praceta Francisca Lindoso,,38.702245,-9.355108,,,,,,
157310,,Cabeço de Mouro,,38.716287,-9.332851,,,,,,
157418,,Bairro da Pedra,,38.719778,-9.339296,,,,,,
155750,,Rua Joaquim Garcia,,38.698457,-9.428146,,,,,,
156227,,Praia da Crismina,,38.724932,-9.474579,,,,,,
156312,,Alapraia,,38.707579,-9.375521,,,,,,
156235,,Safardão,,38.716588,-9.454384,,,,,,
155630,,Rua de Birre,,38.716592,-9.440110,,,,,,
157299,,Estrada da Alagoa,,38.694864,-9.338762,,,,,,
156363,,Bairro da Fonte,,38.713382,-9.357495,,,,,,
194534,,Pai do Vento,,38.715103,-9.416910,,,,,,
157320,,Quenena,,38.733308,-9.317136,,,,,,
200021,,Park dos Tecidos,,38.738848,-9.391075,,,,,,
156134,,Rua Pequena,,38.731776,-9.376262,,,,,,
157339,,Estrada de São Domingos,,38.710002,-9.338771,,,,,,
157342,,Largo Rebelva,,38.695773,-9.341773,,,,,,
157303,,Igreja S. Domingos de Rana,,38.702777,-9.340781,,,,,,
156378,,Av. Amália Rodrigues,,38.719188,-9.348192,,,,,,
156214,,Av. Dr. Manuel Ricardo Espírito Santo Silva,,38.699869,-9.438176,,,,,,
156160,,Quinta da Ramalheira,,38.748048,-9.430279,,,,,,
157584,,Rua Alecrim,,38.714846,-9.326584,,,,,,
156220,,Furnas do Guincho,,38.695539,-9.456596,,,,,,
157345,,Av. Nossa Senhora dos Remédios,,38.690965,-9.336790,,,,,,
155994,,Bairro Marechal Carmona,,38.711599,-9.414886,,,,,,
157596,,Saint Dominic's,,38.713263,-9.328170,,,,,,
156309,,CascaiShopping - Terminal,,38.737680,-9.395432,,,,,,
157315,,Vargem de Polima,,38.724442,-9.323640,,,,,,
155688,,Mato Romão,,38.723511,-9.442438,,,,,,
157517,,Rua Vasco da Gama,,38.700914,-9.338846,,,,,,
155660,,Areias,,38.699383,-9.376321,,,,,,
155710,,Largo Novo,,38.751687,-9.448683,,,,,,
156331,,Rua do Alecrim,,38.716156,-9.381942,,,,,,
156076,,Rua do Chafariz - Amoreira,,38.717340,-9.410554,,,,,,
157712,,Matarraque,,38.707886,-9.353236,,,,,,
157412,,Rua Frei Armando da Câmara,,38.691941,-9.341718,,,,,,
155716,,Quinta Vale dos Cavalos,,38.748718,-9.431964,,,,,,
156383,,Abóboda - Terminal,,38.723731,-9.336433,,,,,,
156138,,Calçada do Rio,,38.736915,-9.367757,,,,,,
157590,,Estrada Polima,,38.723565,-9.330433,,,,,,
5002,,Rua das Grutas,,38.705441,-9.375587,,,,,,
157319,,Ribeira da Estribeira,,38.734034,-9.319528,,,,,,
156223,,Monte Mar,,38.701372,-9.471559,,,,,,
156317,,Rua Egas Moniz,,38.700187,-9.380087,,,,,,
157505,,Bairro da Escola Técnica,,38.688963,-9.345614,,,,,,
156032,,Igreja da Ressurreição,,38.707694,-9.419005,,,,,,
157424,,Poço de Cação,,38.733791,-9.338398,,,,,,
156079,,Av. Acácias,,38.704332,-9.407996,,,,,,
157302,,Praceta do Sol,,38.699679,-9.341040,,,,,,
200019,,Av. de Alcabideche,,38.729517,-9.404765,,,,,,
157672,,Bairro dos Eucaliptos,,38.703882,-9.336048,,,,,,
157662,,Rua 25 de Abril,,38.699561,-9.354467,,,,,,
157415,,Quinta do Lameiro,,38.690629,-9.341367,,,,,,
157585,,Bairro da Herança,,38.716890,-9.325299,,,,,,
156135,,Capela das Neves,,38.732506,-9.374380,,,,,,
156148,,Rua Catarina Eufémia,,38.709606,-9.420787,,,,,,
155645,,Rua dos Pinheiros,,38.702495,-9.445045,,,,,,
155655,,Rua do Viveiro,,38.710913,-9.404900,,,,,,
156067,,Centro de Reabilitação de Alcoitão,,38.732025,-9.400319,,,,,,
156302,,Rua das Fontaínhas,,38.709857,-9.422105,,,,,,
155988,,Escola Raul Lino,,38.712622,-9.408739,,,,,,
157652,,Rua J.Elias Garcia,,38.692269,-9.354172,,,,,,
157300,,Largo Rebelva,,38.695791,-9.341564,,,,,,
157471,,Praceta Tristão Vaz Teixeira,,38.729271,-9.341799,,,,,,
156355,,Bairro 25 de Abril,,38.722918,-9.341425,,,,,,
156147,,Rua de Alvide,,38.711284,-9.422008,,,,,,
156086,,Rua de Alvide,,38.711401,-9.421959,,,,,,
157308,,Rotunda Av. Esmeraldas,,38.711676,-9.330933,,,,,,
156254,,Rua Bocage,,38.721712,-9.424636,,,,,,
200026,,Av. da República,,38.688959,-9.351617,,,,,,
157322,,Talaíde,,38.737701,-9.313059,,,,,,
155704,,Sociedade,,38.734096,-9.450723,,,,,,
156234,,Praceta Portela da Areia,,38.717235,-9.458129,,,,,,
157486,,Praceta Tristão Vaz Teixeira,,38.729092,-9.341820,,,,,,
157718,,Igreja do Murtal,,38.702961,-9.363849,,,,,,
155979,,Apartamentos Costa do Sol,,38.713428,-9.405022,,,,,,
157407,,Largo do Chafariz - Abóbada,,38.725402,-9.333867,,,,,,
155920,,Bombeiros do Estoril,,38.705100,-9.394118,,,,,,
157513,,Estrada de Sassoeiros,,38.698170,-9.329847,,,,,,
156001,,Av. Sra. Monte da Saúde,,38.707921,-9.410316,,,,,,
194532,,Cruz da Guia,,38.703647,-9.442593,,,,,,
156049,,Rua Alto,,38.715594,-9.431977,,,,,,
194536,,Rua das Calçadas,,38.715728,-9.414397,,,,,,
157425,,Trajouce,,38.737025,-9.339182,,,,,,
156075,,Rua Castelo Branco,,38.716590,-9.411668,,,,,,
155715,,Igreja N. Sra. Conceição,,38.750257,-9.437151,,,,,,
200027,,Maristas,,38.692620,-9.344172,,,,,,
155881,,Pai do Vento,,38.714029,-9.417526,,,,,,
155885,,Rua Lisboa,,38.722666,-9.413210,,,,,,
157312,,Rua Cidade de Lamego,,38.719283,-9.331924,,,,,,
156112,,Centro de Saúde S. João Estoril,,38.699007,-9.381672,,,,,,
155897,,Recinto de Feiras - Norte,,38.746245,-9.386549,,,,,,
200028,,Lidl Rebelva,,38.695481,-9.342600,,,,,,
