Id,Nome,Tipo,Classificação,Comprimento,Sentido,Código,Rua Id
2236717,Rua Manuel Henrique,Passagem inferior,Rua,120.1,Inverso,7800,1687132
2236757,Avenida Professor Armando dos Santos Ferreira,Normal,Rua,179.4,Inverso,,2082157
2236798,Auto-Estrada A5,Normal,Acesso a via rápida,232.8,Inverso,0,1665410
2236891,Rua dos Louva-a-Deus,Normal,Rua,135.8,Dois Sentidos,7699,1708310
2237114,Rua da Terceira Idade,Normal,Rua,80.33,Dois Sentidos,12933,1695292
2357902,Rua António Ferro,Normal,Rua,90.91,Dois Sentidos,5903,1674741
2357908,Rua António Ferro,Normal,Rua,30.26,Dois Sentidos,5905,1674741
2357926,Rua Aquilino Ribeiro,Normal,Rua,43.22,Dois Sentidos,5911,1675106
2357938,Rua Barbosa Collén,Normal,Rua,112.2,Dois Sentidos,5915,1675497
2357962,Avenida do Brasil,Normal,Rua,18.35,Inverso,10435,1665751
2357974,Avenida do Brasil,Normal,Rua,59.85,Inverso,13636,1665751
2357992,Rua do Brasil,Normal,Rua,108.6,Dois Sentidos,5713,1676348
2358016,Rua das Mimosas,Normal,Rua,43.34,Dois Sentidos,5763,1687988
2358028,Travessa do Aspirante Mota e Freitas,Normal,Rua,75.63,Inverso,5788,1703965
2358034,Travessa do Aspirante Mota e Freitas,Normal,Rua,89.23,Inverso,5793,1703965
2358070,Avenida da Holanda,Normal,Rua,198.9,Dois Sentidos,5746,1666046
2358106,Rua Vale de Santa Rita,Normal,Rua,31.67,Dois Sentidos,5769,1696012
2358112,Rua Vale de Santa Rita,Normal,Rua,36.91,Directo,5773,1696012
2358142,Rua dos Cedros,Normal,Rua,34.16,Directo,5801,1677710
2358148,Rua dos Cedros,Normal,Rua,73.51,Directo,5802,1677710
2358154,Rua Cidade de Bremen,Normal,Rua,61.15,Dois Sentidos,5806,1678116
2358190,Rua Fernão Rodrigues Pacheco,Normal,Rua,23.24,Dois Sentidos,5823,1681197
2358196,Rua Fernão Rodrigues Pacheco,Normal,Rua,88.76,Dois Sentidos,5824,1681197
2358208,Rua José Viana,Normal,Rua,57.22,Directo,5839,1685300
2358214,Rua José Viana,Normal,Rua,54.07,Directo,5843,1685300
2358220,Rua José Viana,Normal,Rua,21.59,Directo,5845,1685300
2358226,Rua Biarritz,Normal,Rua,190.0,Inverso,5848,1665697
2358232,Rua Duarte de Almeida,Normal,Rua,74.39,Dois Sentidos,5856,1679648
2358238,Rua Duarte de Almeida,Normal,Rua,30.08,Directo,5857,1679648
2358250,Rua Joaquim dos Santos,Normal,Rua,21.73,Inverso,5859,1684623
2358268,Rua Mestre Francisco Runa,Normal,Rua,44.61,Directo,5863,1699706
2358280,Rua António da Costa Carvalho,Normal,Rua,220.7,Directo,5729,1674674
2358298,Rua Almirante Gago Coutinho,Normal,Rua,97.66,Directo,5768,1697272
2358322,Rua António da Costa Carvalho,Normal,Rua,89.86,Directo,5728,1674674
2358328,Rua Almirante Gago Coutinho,Normal,Rua,45.91,Directo,5820,1697272
2358334,Rua Almirante Gago Coutinho,Normal,Rua,63.50,Directo,5821,1697272
2358370,Avenida Emília,Normal,Rua,283.7,Dois Sentidos,5625,1665879
2358376,Avenida Florinda Leal,Normal,Rua,38.60,Dois Sentidos,5627,1665928
2358382,Avenida Florinda Leal,Normal,Rua,142.9,Dois Sentidos,5629,1665928
2358388,Avenida Florinda Leal,Normal,Rua,37.50,Dois Sentidos,5631,1665928
2358406,Avenida Florinda Leal,Normal,Rua,19.95,Dois Sentidos,5635,1665928
2358412,Avenida Florinda Leal,Normal,Rua,58.04,Dois Sentidos,5638,1665928
2358418,Avenida Mariano Cyrillo de Carvalho,Normal,Rua,13.31,Dois Sentidos,5646,1666344
2358506,Praceta Diogo de Couto,Normal,Rua,84.22,Dois Sentidos,5809,1670463
2358524,Praceta Fernando Namora,Normal,Rua,91.54,Inverso,5812,1670646
2358641,Praceta Padre João Cabeçadas,Normal,Rua,84.86,Inverso,5855,1672545
2358652,Rua Júlio Dinis,Normal,Rua,31.32,Dois Sentidos,5871,1672774
2358688,Rua do Algarve,Normal,Rua,113.5,Directo,5291,1673690
2358718,Rua da Beira Baixa,Normal,Rua,3.997,Dois Sentidos,5338,1675710
2358730,Rua de Cabo Verde,Normal,Rua,160.5,Dois Sentidos,5412,1676546
2358736,Rua de Diu,Normal,Rua,150.0,Inverso,5418,1679499
2358742,Rua do Douro,Normal,Rua,140.1,Dois Sentidos,5423,1679603
2358792,Rua do Brasil,Normal,Rua,60.67,Dois Sentidos,5555,1676348
2358804,Rua de Angola,Normal,Rua,100.5,Dois Sentidos,5569,1674473
2358810,Rua Maria do Rosário Benito Garcia,Normal,Rua,159.6,Inverso,5570,1687384
2358816,Rua de Moçambique,Normal,Rua,46.58,Dois Sentidos,5603,1688201
2358824,Rua de Moçambique,Normal,Rua,60.85,Dois Sentidos,5605,1688201
2358850,Avenida da Bélgica,Normal,Rua,229.4,Dois Sentidos,5654,1665690
2358856,Rua de Inglaterra,Normal,Rua,199.3,Dois Sentidos,5657,1683789
2358876,Rua Dom Afonso Henriques,Normal,Rua,106.3,Dois Sentidos,5696,1697635
2358882,Rua Dom Afonso Henriques,Normal,Rua,164.5,Dois Sentidos,5668,1697635
2358896,Rua Afonso Praça,Normal,Rua,84.90,Dois Sentidos,5341,1708542
2358908,Travessa do Vento,Normal,Rua,51.90,Directo,5407,1703877
2358932,Rua dos Combatentes da Grande Guerra,Normal,Rua,70.16,Dois Sentidos,5463,1678697
2358938,Rua António Patricio Gouveia,Normal,Rua,151.4,Dois Sentidos,5481,1674929
2358944,Rua João Pinheiro Chagas,Normal,Rua,36.64,Dois Sentidos,5496,1684503
2358956,Rua Viana da Mota,Normal,Rua,10.32,Dois Sentidos,5517,1696331
2358970,Rua General Tamagnini Abreu,Normal,Rua,74.92,Directo,5530,1699303
2358976,Rua Manuel João da Palma Carlos,Normal,Rua,167.2,Directo,5541,1687160
2358982,Rua dos Combatentes da Grande Guerra,Normal,Rua,85.63,Directo,5548,1678697
2358988,Rua Nova,Normal,Rua,55.47,Dois Sentidos,5455,1689109
2359018,Rua Direita,Normal,Rua,129.6,Directo,5596,1679452
2359026,Rua das Orquídeas,Normal,Rua,119.7,Directo,5612,1689740
2359032,Rua das Avencas,Normal,Rua,84.69,Directo,5636,1675332
2359038,Rua das Beiras,Normal,Rua,363.1,Dois Sentidos,5639,1675744
2359068,Rua das Avencas,Normal,Rua,189.2,Dois Sentidos,5653,1675332
2359104,Rua das Orquídeas,Normal,Rua,133.4,Directo,5665,1689740
2359118,Rua General Tamagnini Abreu,Normal,Rua,88.86,Directo,5674,1699303
2359124,Avenida de Sabóia,Normal,Rua,126.6,Dois Sentidos,7220,1666597
2359130,Rua do Campo Santo,Normal,Rua,65.13,Dois Sentidos,7339,1676878
2359136,Rua General Tamagnini Abreu,Normal,Rua,105.7,Directo,5675,1699303
2359154,Rua D. Afonso de Albuquerque,Normal,Rua,45.29,Inverso,5680,1673214
2359160,Rua D. Afonso de Albuquerque,Normal,Rua,76.05,Inverso,5681,1673214
2359204,Avenida de França,Normal,Rua,97.69,Dois Sentidos,5887,1665948
2359209,Avenida de França,Normal,Rua,69.19,Dois Sentidos,5892,1665948
2359225,Avenida dos Bombeiros Voluntários,Normal,Rua,45.31,Directo,5895,1665738
2359237,Avenida dos Bombeiros Voluntários,Normal,Rua,55.42,Directo,5919,1665738
2359243,Avenida dos Bombeiros Voluntários,Normal,Rua,49.87,Directo,5923,1665738
2359249,Avenida dos Bombeiros Voluntários,Normal,Rua,29.95,Directo,5925,1665738
2359257,Avenida dos Bombeiros Voluntários,Normal,Rua,76.83,Directo,5926,1665738
2359269,Avenida dos Bombeiros Voluntários,Normal,Rua,49.69,Directo,5931,1665738
2359283,Rua Paio Peres Correia,Normal,Rua,89.89,Inverso,5939,1689855
2359295,Rua das Tílias,Normal,Rua,20.85,Dois Sentidos,5944,1695395
2359313,Rua Doutor Mário Quina,Normal,Rua,21.44,Directo,5947,1698726
2359319,Rua Doutor Mário Quina,Normal,Rua,90.10,Inverso,5948,1698726
2359345,Rua Arriaga,Normal,Rua,50.50,Dois Sentidos,6336,1675181
2359351,Rua de Aviz,Normal,Rua,20.67,Dois Sentidos,6350,1675355
2359357,Rua de Aviz,Normal,Rua,181.2,Dois Sentidos,6349,1675355
2359363,Rua Grão Vasco,Normal,Rua,67.40,Dois Sentidos,6351,2097989
2359369,Rua Baixa dos Gaios,Normal,Rua,15.67,Inverso,6353,1675454
2359381,Rua Baixa dos Gaios,Normal,Rua,43.41,Inverso,6364,1675454
2359387,Rua Bartolomeu Dias,Normal,Rua,54.75,Dois Sentidos,6365,1675575
2359393,Rua Casal do Sobreiro,Normal,Rua,65.50,Dois Sentidos,6367,1677380
2359411,Rua Gonçalves Zarco,Normal,Rua,144.6,Inverso,6381,1683033
2359417,Rua João XXIII,Normal,Rua,32.17,Dois Sentidos,6403,1684598
2359447,Rua de Trouville,Normal,Rua,99.78,Inverso,6940,1695837
2359453,Rua da Granja,Normal,Rua,39.71,Dois Sentidos,6960,1683073
2359477,Avenida Senhora do Monte da Saúde,Normal,Rua,31.94,Directo,6990,1666630
2359483,Avenida Senhora do Monte da Saúde,Normal,Rua,56.96,Directo,6994,1666630
2359501,Avenida de Sabóia,Normal,Rua,32.13,Dois Sentidos,7016,1666597
2359507,Rua de Madrid,Normal,Rua,64.68,Inverso,7024,1686768
2359513,Rua Grande Hotel,Normal,Rua,45.56,Inverso,7044,1683062
2359525,Avenida Marginal,Normal,Rua,52.72,Directo,7104,1666282
2359623,Avenida das Acácias,Normal,Rua,55.83,Dois Sentidos,7102,1665545
2359635,Avenida Biarritz,Normal,Rua,105.4,Inverso,7109,1665704
2359647,Rua de São Domingos Sávio,Normal,Rua,53.29,Dois Sentidos,6797,1700579
2359665,Rua São Francisco de Assis,Normal,Rua,72.56,Inverso,6816,1700631
2359689,Rua de São João de Brito,Normal,Rua,63.48,Directo,6838,1700798
2359701,Rua de São Macário,Normal,Rua,33.98,Directo,6849,1700983
2359713,Rua de São Nicolau,Normal,Rua,105.5,Dois Sentidos,6865,1701089
2359719,Rua de Santa Luzia,Normal,Rua,42.89,Dois Sentidos,903,1694341
2359725,Avenida Rio Dão,Normal,Rua,147.8,Directo,481,1666581
2359731,Rua Luís de Camões,Normal,Rua,55.06,Inverso,943,1686344
2359755,Rua Luís de Camões,Normal,Rua,89.33,Directo,947,1686344
2359773,Rua Luís de Camões,Normal,Rua,13.81,Inverso,970,1686344
2359785,Rua Luís de Camões,Normal,Rua,36.66,Dois Sentidos,985,1686344
2359791,Avenida Rio Dão,Normal,Rua,80.40,Directo,486,1666581
2359797,Rua dos Lusíadas,Normal,Rua,73.46,Dois Sentidos,627,1686592
2359803,Rua Ilha de São Miguel,Normal,Rua,221.3,Directo,397,1683669
2359809,Rua Ilha do Faial,Normal,Rua,128.4,Dois Sentidos,437,1683705
2359839,Rua das Amoras,Normal,Rua,26.02,Dois Sentidos,1110,1674358
2359851,Avenida de Portugal,Normal,Rua,118.1,Directo,1019,1666520
2359857,Avenida de Portugal,Normal,Rua,121.6,Inverso,1020,1666520
2359893,Rua do Bairro Militar do Forte de São Gonçalo,Normal,Rua,38.76,Dois Sentidos,1080,1704655
2359935,Rua Padre António Vieira,Normal,Rua,46.11,Inverso,1410,1699730
2359941,Rua Padre António Vieira,Normal,Rua,42.28,Dois Sentidos,1412,1699730
2359971,Rua Dona Maria da Conceição Botelho,Normal,Rua,29.98,Dois Sentidos,1434,1698188
2359983,Rua dos Bombeiros Voluntários de Carcavelos,Normal,Rua,31.19,Dois Sentidos,1446,1676225
2359989,Rua dos Bombeiros Voluntários de Carcavelos,Normal,Rua,85.00,Dois Sentidos,1451,1676225
2359997,Rua dos Bombeiros Voluntários de Carcavelos,Normal,Rua,69.35,Dois Sentidos,1452,1676225
2360027,Rua Brito Camacho,Normal,Rua,128.5,Dois Sentidos,5924,1676393
2360041,Rua Cinco de Outubro,Normal,Rua,57.10,Dois Sentidos,5929,1678452
2360047,Rua Cinco de Outubro,Normal,Rua,60.09,Directo,5930,1678452
2360053,Rua Costa Pinto,Normal,Rua,46.29,Dois Sentidos,5932,1678867
2360067,Rua Damião de Góis,Normal,Rua,39.35,Dois Sentidos,5934,1679147
2360091,Rua Domingos Sequeira,Normal,Rua,50.39,Dois Sentidos,5953,1679559
2360103,Rua Eça de Queiroz,Normal,Rua,35.88,Dois Sentidos,5956,1679685
2360143,Rua Egas Moniz,Normal,Rua,108.1,Dois Sentidos,5962,1679841
2360149,Rua Egas Moniz,Normal,Rua,79.21,Dois Sentidos,5963,1679841
2360157,Rua da Escola Social,Normal,Rua,81.24,Directo,5972,1680183
2360163,Rua da Escola Social,Normal,Rua,21.35,Dois Sentidos,5971,1680183
2360181,Rua Fernando Namora,Normal,Rua,28.28,Dois Sentidos,5978,1680961
2360195,Rua Fernando Pessoa,Normal,Rua,58.10,Dois Sentidos,5980,1681017
2360209,Rua Fernão Lopes,Normal,Rua,120.9,Dois Sentidos,5984,1681130
2360217,Rua Ferreira de Castro,Normal,Rua,49.88,Dois Sentidos,5986,1681268
2360223,Rua Francisco de Andrade,Normal,Rua,8.045,Dois Sentidos,5989,1682040
2360257,Rua Herculano Nunes,Normal,Rua,47.60,Dois Sentidos,5996,1683444
2360263,Rua Herculano Nunes,Normal,Rua,47.68,Dois Sentidos,5997,1683444
2360269,Rua Herculano Nunes,Normal,Rua,48.75,Dois Sentidos,5998,1683444
2360319,Rua Homem Cristo,Normal,Rua,287.0,Dois Sentidos,6009,1683537
2360367,Rua Jorge de Sena,Normal,Rua,66.62,Dois Sentidos,6029,1684780
2360387,Rua José Cardoso Pires,Normal,Rua,83.51,Dois Sentidos,6036,1684893
2360397,Rua José Malhoa,Normal,Rua,72.62,Dois Sentidos,6037,1685194
2360435,Rua Manuel Rodrigues de Oliveira,Normal,Rua,84.22,Dois Sentidos,6047,1687192
2360447,Rua Mayer Garção,Normal,Rua,71.62,Dois Sentidos,6054,1687733
2360453,Rua Miguel Torga,Normal,Rua,42.12,Inverso,6055,1687882
2360505,Rua Professor Doutor Manuel Eugénio Machado Macedo,Normal,Rua,42.99,Dois Sentidos,5967,1705096
2360537,Rua Doutor António Martins,Normal,Rua,20.00,Inverso,5982,1698277
2360543,Rua Doutor António Martins,Normal,Rua,82.25,Inverso,5983,1698277
2360549,Rua Doutor António Martins,Normal,Rua,75.48,Inverso,5985,1698277
2360555,Rua Doutor António Martins,Normal,Rua,30.66,Inverso,5987,1698277
2360561,Rua Doutor António Martins,Normal,Rua,56.53,Inverso,5988,1698277
2360567,Rua Doutor António Martins,Normal,Rua,80.41,Inverso,5990,1698277
2360573,Rua Doutor António Martins,Normal,Rua,66.76,Inverso,5991,1698277
2360585,Rua Sousa Martins,Normal,Rua,75.21,Dois Sentidos,6000,1695093
2360591,Rua Doutor Mário Quina,Normal,Rua,29.77,Directo,6007,1698726
2360597,Rua Serpa Pinto,Normal,Rua,132.5,Inverso,6010,1694869
2360603,Alameda Cónego Doutor Manuel José de Sousa,Normal,Rua,34.95,Dois Sentidos,6011,1665278
2360609,Alameda Cónego Doutor Manuel José de Sousa,Normal,Rua,58.66,Inverso,6016,1665278
2360616,Rua Guiomar Torrezão,Normal,Rua,44.76,Directo,6041,1683301
2360622,Rua Guiomar Torrezão,Normal,Rua,69.38,Directo,6042,1683301
2360635,Rua Guiomar Torrezão,Normal,Rua,55.12,Directo,6044,1683301
2360641,Rua de São Tomé e Príncipe,Normal,Rua,10.15,Dois Sentidos,6048,1701354
2360647,Rua Professor Doutor Egas Moniz,Normal,Rua,118.6,Dois Sentidos,6056,1700168
2360653,Rua Professor Doutor Egas Moniz,Normal,Rua,83.34,Directo,6057,1700168
2360659,Rua Professor Doutor Egas Moniz,Normal,Rua,120.5,Directo,6058,1700168
2360677,Rua Maestro Lacerda,Normal,Rua,83.17,Inverso,6063,1699398
2360685,Rua Maestro Lacerda,Normal,Rua,21.38,Inverso,6065,1699398
2360691,Rua Maestro Lacerda,Normal,Rua,24.98,Dois Sentidos,6066,1699398
2360697,Rua J. A. Ferreira,Normal,Rua,57.87,Dois Sentidos,6067,1683909
2360705,Rua J. A. Ferreira,Normal,Rua,21.58,Directo,6069,1683909
2360711,Rua J. A. Ferreira,Normal,Rua,22.72,Directo,6071,1683909
2360717,Rua do Moínho,Normal,Rua,36.48,Inverso,6074,1688257
2360723,Rua do Moínho,Normal,Rua,30.49,Inverso,6075,1688257
2360729,Rua do Moínho,Normal,Rua,33.28,Dois Sentidos,6076,1688257
2360773,Avenida Marginal,Normal,Rua,38.36,Directo,6086,1666282
2360779,Avenida Marginal,Normal,Rua,27.51,Inverso,6087,1666282
2360799,Avenida Marginal,Normal,Rua,310.8,Directo,6090,1666282
2360813,Avenida Marginal,Normal,Rua,58.80,Directo,6094,1666282
2360819,Avenida Marginal,Normal,Rua,160.0,Directo,6095,1666282
2360825,Avenida Marginal,Normal,Rua,132.7,Directo,6096,1666282
2360831,Avenida Marginal,Normal,Rua,126.2,Directo,6097,1666282
2360855,Avenida Marques Leal,Normal,Rua,26.36,Directo,6122,1665648
2360861,Avenida Dom Nuno Álvares Pereira,Normal,Rua,4.183,Dois Sentidos,6109,1666880
2360900,Avenida General Carmona,Normal,Rua,24.49,Dois Sentidos,6132,1667044
2360906,Avenida General Carmona,Normal,Rua,18.19,Inverso,6133,1667044
2360937,Rua das Flores,Normal,Rua,23.64,Dois Sentidos,6140,1681637
2360943,Rua das Flores,Normal,Rua,34.23,Directo,6141,1681637
2360949,Rua das Flores,Normal,Rua,34.83,Directo,6142,1681637
2360955,Rua das Flores,Normal,Rua,50.92,Dois Sentidos,6143,1681637
2360961,Rua Quinta da Ribeirinha,Normal,Rua,47.90,Directo,6144,1692634
2360971,Rua Quinta da Ribeirinha,Normal,Rua,39.24,Directo,6145,1692634
2360995,Rua das Glícinias,Normal,Rua,56.37,Dois Sentidos,6149,1679170
2361007,Rua Martim de Freitas,Normal,Rua,66.24,Inverso,6152,1687572
2361013,Praça José Teodoro dos Santos,Normal,Rua,73.29,Dois Sentidos,6153,1669770
2361019,Rua da Beira Litoral,Normal,Rua,66.96,Inverso,6156,1675724
2361037,Avenida do Mónaco,Normal,Rua,289.9,Dois Sentidos,6160,1666377
2361043,Avenida Clotilde,Normal,Rua,23.25,Directo,6161,1665799
2361073,Rua Engenheiro Freire de Andrade,Normal,Rua,43.05,Dois Sentidos,6240,1698949
2361091,Rua Engenheiro Freire de Andrade,Normal,Rua,42.84,Dois Sentidos,6244,1698949
2361157,Rua das Papoilas,Normal,Rua,56.79,Dois Sentidos,6312,1690125
2361163,Rua Dom António Ribeiro,Normal,Rua,52.12,Dois Sentidos,6316,1697712
2361219,Rua do Alecrim,Normal,Rua,42.25,Dois Sentidos,6328,1673405
2361249,Avenida do Golfe,Normal,Rua,39.24,Dois Sentidos,5726,1666017
2361255,Beco de Santo António,Normal,Rua,20.45,Dois Sentidos,6366,1667578
2361261,Beco de São Domingos,Normal,Rua,27.98,Dois Sentidos,6369,1667643
2361287,Largo de Santo António,Normal,Rua,28.47,Inverso,6389,1669229
2361293,Largo de São João,Normal,Rua,11.32,Dois Sentidos,6401,1669441
2361299,Largo de São João,Normal,Rua,23.49,Dois Sentidos,6402,1669441
2361395,Rua Conde de Albuquerque,Normal,Rua,211.1,Dois Sentidos,6452,1678770
2361401,Rua Embaixador António de Siqueira Freire,Normal,Rua,212.6,Dois Sentidos,6458,1679971
2361475,Rua Embaixador Marcello Mathias,Normal,Rua,52.05,Dois Sentidos,6543,1698907
2361483,Rua Embaixador Marcello Mathias,Normal,Rua,254.2,Dois Sentidos,6550,1698907
2361491,Rua Professor Engenheiro Daniel Vieira Barbosa,Normal,Rua,21.22,Dois Sentidos,6555,1700190
2361525,Rua de São Cristovão,Normal,Rua,21.89,Directo,6591,1700517
2361531,Rua de São Cristovão,Normal,Rua,25.93,Directo,6592,1700517
2361537,Rua de São Cristovão,Normal,Rua,42.29,Directo,6599,1700517
2361545,Rua de São Cristovão,Normal,Rua,45.78,Directo,6611,1700517
2361557,Rua Mira Golfe,Normal,Rua,24.43,Dois Sentidos,6632,1688035
2361593,Rua do Murtal,Normal,Rua,67.04,Dois Sentidos,6852,1688515
2361613,Rua Julião dos Santos,Normal,Rua,47.30,Dois Sentidos,6470,1685381
2361619,Rua José da Areia,Normal,Rua,24.78,Dois Sentidos,6472,1684968
2361669,Rua dos Navegadores,Normal,Rua,24.44,Dois Sentidos,6502,1688637
2361675,Rua dos Navegadores,Normal,Rua,38.32,Dois Sentidos,6503,1688637
